0,1,2,gen,rep
0.05208251111111112,4.1599584e-08,50000.5,15000,19
0.049651163636363634,4.16e-08,150000.5,15000,19
0.06419604242424243,4.16e-08,250000.5,15000,19
0.04815549292929293,1.1851008e-06,350000.5,15000,19
0.05235915555555555,4.16e-08,450000.5,15000,19
0.04753039393939394,5.722857919999999e-07,550000.5,15000,19
0.04733520404040404,4.16e-08,650000.5,15000,19
0.042501365656565655,4.16e-08,750000.5,15000,19
0.05009254747474748,2.68066864e-06,850000.5,15000,19
0.04029834141414142,4.16e-08,950000.5,15000,19
0.050546096969696974,4.16e-08,1050000.5,15000,19
0.06157900404040404,2.4424192e-06,1150000.5,15000,19
0.05318434949494949,4.16e-08,1250000.5,15000,19
0.05331096161616162,6.076096e-07,1350000.5,15000,19
0.07007572525252526,4.16e-08,1450000.5,15000,19
0.059179163636363635,4.16e-08,1550000.5,15000,19
0.06280041616161616,4.16e-08,1650000.5,15000,19
0.047979747474747474,1.6250623999999999e-06,1750000.5,15000,19
0.05215527878787879,4.16e-08,1850000.5,15000,19
0.043056880808080816,4.16e-08,1950000.5,15000,19
0.0563426303030303,0.0,2050000.5,15000,19
0.03989264646464647,8.357835199999999e-07,2150000.5,15000,19
0.04499946262626263,5.82752352e-07,2250000.5,15000,19
0.045434991919191925,4.16e-08,2350000.5,15000,19
0.04800404242424242,1.5776799999999998e-06,2450000.5,15000,19
0.0394000101010101,4.16e-08,2550000.5,15000,19
0.04361403030303031,3.0500288e-06,2650000.5,15000,19
0.058089569696969705,4.16e-08,2750000.5,15000,19
0.03901653737373737,2.272816e-06,2850000.5,15000,19
0.05290695353535353,3.149744e-06,2950000.5,15000,19
0.04900753333333334,8.593312e-07,3050000.5,15000,19
0.05626045454545455,1.8700864000000001e-06,3150000.5,15000,19
0.04850966060606061,4.16e-08,3250000.5,15000,19
0.04057390101010101,4.16e-08,3350000.5,15000,19
0.048306331313131314,4.16e-08,3450000.5,15000,19
0.044643521212121215,3.8345216e-06,3550000.5,15000,19
0.05051079595959596,3.4933599999999996e-06,3650000.5,15000,19
0.06099896767676768,4.16e-08,3750000.5,15000,19
0.0511804787878788,4.16e-08,3850000.5,15000,19
0.06099313333333334,3.2398912000000004e-06,3950000.5,15000,19
0.06003866464646464,4.16e-08,4050000.5,15000,19
0.044019919191919187,4.16e-08,4150000.5,15000,19
0.0401399696969697,4.16e-08,4250000.5,15000,19
0.05459064040404041,1.352982176e-06,4350000.5,15000,19
0.047344101010101,4.763304e-07,4450000.5,15000,19
0.04988217373737373,2.389296e-06,4550000.5,15000,19
0.04817796767676768,4.46978688e-07,4650000.5,15000,19
0.05269191515151515,0.0,4750000.5,15000,19
0.05207123838383839,4.16e-08,4850000.5,15000,19
0.04301362626262626,1.9696768e-06,4950000.5,15000,19
0.04464482222222222,4.16e-08,5050000.5,15000,19
0.04350834747474748,1.3441376e-06,5150000.5,15000,19
0.039829525252525255,4.16e-08,5250000.5,15000,19
0.0634494101010101,6.58238048e-07,5350000.5,15000,19
0.04655008888888888,0.0,5450000.5,15000,19
0.04850880606060606,4.16e-08,5550000.5,15000,19
0.05001187878787879,1.3446368e-06,5650000.5,15000,19
0.038017662626262626,4.16e-08,5750000.5,15000,19
0.04353808080808081,4.16e-08,5850000.5,15000,19
0.043711393939393946,1.2027808e-06,5950000.5,15000,19
0.05394973131313131,5.707103999999999e-07,6050000.5,15000,19
0.07275886868686869,4.16e-08,6150000.5,15000,19
0.05539884646464647,1.063712e-06,6250000.5,15000,19
0.05398097171717172,4.16e-08,6350000.5,15000,19
0.04995987272727273,4.16e-08,6450000.5,15000,19
0.0453470202020202,7.297251520000001e-07,6550000.5,15000,19
0.044922977777777776,3.0163768959999997e-06,6650000.5,15000,19
0.05124999191919192,4.16e-08,6750000.5,15000,19
0.05058091919191919,2.5486656e-06,6850000.5,15000,19
0.047433078787878794,6.61048128e-07,6950000.5,15000,19
0.05156461212121211,4.16e-08,7050000.5,15000,19
0.05486615151515151,1.298048128e-06,7150000.5,15000,19
0.04192743434343434,2.9301792e-06,7250000.5,15000,19
0.04429614141414141,4.16e-08,7350000.5,15000,19
0.039159604040404035,2.7479712e-06,7450000.5,15000,19
0.04531381818181818,4.16e-08,7550000.5,15000,19
0.04768684848484848,1.3536086720000002e-06,7650000.5,15000,19
0.04521628484848485,4.16e-08,7750000.5,15000,19
0.045496359595959594,3.1889728e-06,7850000.5,15000,19
0.047692399999999996,3.0701632e-06,7950000.5,15000,19
0.048835486868686856,4.16e-08,8050000.5,15000,19
0.04470846666666666,4.16e-08,8150000.5,15000,19
0.05590802828282828,2.0746752e-06,8250000.5,15000,19
0.04645420404040404,4.16e-08,8350000.5,15000,19
0.03972072121212121,4.16e-08,8450000.5,15000,19
0.047899781818181816,1.0828064e-06,8550000.5,15000,19
0.04371976565656566,4.16e-08,8650000.5,15000,19
0.050617046464646466,4.16e-08,8750000.5,15000,19
0.05178465656565657,4.16e-08,8850000.5,15000,19
0.0592674202020202,4.16e-08,8950000.5,15000,19
0.044775941414141415,4.16e-08,9050000.5,15000,19
0.040378503030303034,3.0711848959999998e-06,9150000.5,15000,19
0.05829872323232323,4.16e-08,9250000.5,15000,19
0.045150860606060605,4.16e-08,9350000.5,15000,19
0.053340121212121214,4.16e-08,9450000.5,15000,19
0.03842622424242425,4.16e-08,9550000.5,15000,19
0.039980822222222226,4.16e-08,9650000.5,15000,19
0.046906367676767674,4.0177696000000006e-06,9750000.5,15000,19
0.05723059999999999,4.16e-08,9850000.5,15000,19
0.0601466808080808,1.4611584e-06,9950000.5,15000,19
0.05195913131313131,3.2450154880000005e-06,50000.5,15000,17
0.04346279191919191,4.16e-08,150000.5,15000,17
0.0640332484848485,4.16e-08,250000.5,15000,17
0.03951926868686869,4.16e-08,350000.5,15000,17
0.05718338585858585,4.16e-08,450000.5,15000,17
0.04334645050505051,4.16e-08,550000.5,15000,17
0.056297090909090915,1.7214495999999999e-06,650000.5,15000,17
0.047821701010101005,3.803488e-07,750000.5,15000,17
0.042113892929292934,4.366752e-07,850000.5,15000,17
0.04316888888888889,4.16e-08,950000.5,15000,17
0.052024347474747476,7.517856319999999e-07,1050000.5,15000,17
0.05171477373737374,4.16e-08,1150000.5,15000,17
0.05559047474747476,4.16e-08,1250000.5,15000,17
0.05671398383838384,1.350888864e-06,1350000.5,15000,17
0.06085937575757575,4.16e-08,1450000.5,15000,17
0.05059406868686869,2.5336064e-06,1550000.5,15000,17
0.04419484646464646,4.16e-08,1650000.5,15000,17
0.047410999999999995,4.16e-08,1750000.5,15000,17
0.05746818181818183,4.16e-08,1850000.5,15000,17
0.05499224848484849,2.1569184e-06,1950000.5,15000,17
0.05678583838383839,4.16e-08,2050000.5,15000,17
0.039165862626262635,4.16e-08,2150000.5,15000,17
0.06042322828282828,3.0940832e-06,2250000.5,15000,17
0.04520175151515152,4.16e-08,2350000.5,15000,17
0.049140921212121214,2.857299328e-06,2450000.5,15000,17
0.05020140606060605,4.16e-08,2550000.5,15000,17
0.04076958787878788,4.16e-08,2650000.5,15000,17
0.03495614141414141,4.16e-08,2750000.5,15000,17
0.054328351515151516,1.793752896e-06,2850000.5,15000,17
0.06767964444444444,6.963424e-07,2950000.5,15000,17
0.048021553535353534,4.16e-08,3050000.5,15000,17
0.04933532323232324,0.0,3150000.5,15000,17
0.0514433696969697,1.240531552e-06,3250000.5,15000,17
0.04743007474747476,4.16e-08,3350000.5,15000,17
0.04754284646464647,0.0,3450000.5,15000,17
0.04293446262626263,1.4021949759999999e-06,3550000.5,15000,17
0.045055793939393934,7.464287999999999e-07,3650000.5,15000,17
0.04928011919191919,3.2315295999999997e-06,3750000.5,15000,17
0.05242329696969697,4.16e-08,3850000.5,15000,17
0.0523921595959596,4.16e-08,3950000.5,15000,17
0.05195785656565657,4.16e-08,4050000.5,15000,17
0.048029975757575755,4.16e-08,4150000.5,15000,17
0.04864610707070707,1.0481536e-06,4250000.5,15000,17
0.04868081414141415,1.508151424e-06,4350000.5,15000,17
0.0447971898989899,4.16e-08,4450000.5,15000,17
0.04562033939393939,4.16e-08,4550000.5,15000,17
0.043511561616161626,5.85681824e-07,4650000.5,15000,17
0.037508571717171715,4.16e-08,4750000.5,15000,17
0.0458893292929293,4.16e-08,4850000.5,15000,17
0.03644152323232323,4.16e-08,4950000.5,15000,17
0.06046758585858585,2.6340288e-06,5050000.5,15000,17
0.05462885252525252,0.0,5150000.5,15000,17
0.04948439393939394,0.0,5250000.5,15000,17
0.0537034,4.16e-08,5350000.5,15000,17
0.05707063232323232,4.16e-08,5450000.5,15000,17
