rep,R,generation,r_rate
19,10.0,100000,2.526321333733816e-05
6,10.0,105000,1.7728519764720054e-05
26,1.0,130000,1.4462789710541905e-06
30,0.1,120000,6.128590999054688e-22
26,0.1,105000,1.6666690753426754e-07
4,10.0,117500,2.8871381120925067e-05
10,0.1,120000,1.6556340703745718e-07
25,0.1,82500,2.624679003298082e-07
5,10.0,130000,1.707320466438128e-05
1,1.0,135000,1.8832057220805338e-06
16,1.0,102500,9.174321348603663e-07
1,1.0,80000,1.7456349704125648e-06
19,1.0,80000,1.2658865861004732e-06
19,0.1,137500,9.955185454070128e-08
16,0.1,115000,6.514648651371281e-08
26,10.0,130000,2.444441007749865e-05
17,1.0,140000,1.599018750741795e-06
14,1.0,130000,1.8105859529349674e-06
7,0.1,122500,1.9342408312140426e-07
20,1.0,140000,1.9283737834078382e-06
17,10.0,132500,2.0992413385877096e-05
15,0.1,110000,4.586194950315765e-19
2,10.0,105000,1.9697003621751897e-05
4,1.0,127500,1.8549533276153182e-06
27,1.0,110000,1.2480518110530888e-06
11,10.0,102500,2.142856152571168e-05
9,10.0,120000,2.5423706037150298e-05
8,10.0,102500,2.0000000371211777e-05
30,10.0,130000,2.044612345452368e-05
20,1.0,135000,1.4511854612721653e-06
29,1.0,117500,1.7094050334880877e-06
13,0.1,100000,1.928639133172168e-07
9,10.0,122500,1.8895359549035552e-05
26,0.1,117500,1.9920318710867462e-07
30,10.0,97500,2.0481959298150176e-05
25,10.0,137500,2.1264338975582157e-05
13,0.1,80000,2.068959948682335e-06
5,10.0,97500,1.693123431378534e-05
21,0.1,87500,9.920634479232985e-08
4,1.0,95000,1.1342130524255343e-06
23,1.0,105000,1.8062415837492114e-06
14,10.0,90000,1.7543859382376305e-05
28,1.0,82500,1.1627958020605293e-06
30,1.0,92500,1.8797068925308211e-06
5,10.0,95000,1.9047686433483777e-05
21,1.0,125000,1.0309288117611342e-06
12,10.0,112500,2.00000291402121e-05
14,0.1,80000,1.5060231375459062e-06
29,10.0,137500,2.2177360795992818e-05
18,10.0,82500,1.6071471266515763e-05
13,10.0,80000,1.1022845569136588e-06
8,1.0,125000,1.3157872048339538e-06
13,0.1,115000,1.0881398687723743e-07
20,10.0,87500,2.2039489593429563e-05
7,0.1,107500,7.657957260634924e-22
10,1.0,97500,1.0616482555421917e-06
1,0.1,80000,1.6336041046181513e-06
9,0.1,130000,7.765705457828998e-21
25,0.1,112500,7.930212515071438e-08
28,1.0,102500,1.4084546977691343e-06
10,10.0,82500,2.158273223105732e-05
30,1.0,127500,2.272732784902283e-06
3,0.1,110000,1.2376237717873797e-07
23,0.1,82500,4.081628204297298e-07
30,1.0,87500,1.639343586951658e-06
1,0.1,95000,1.7636655199541196e-07
3,10.0,97500,2.309713312924141e-05
10,1.0,132500,1.552108085792671e-06
20,1.0,127500,1.9762844797267227e-06
2,10.0,95000,2.3404300854274207e-05
27,10.0,90000,2.023811963061143e-05
22,10.0,85000,1.6759740655428193e-05
29,1.0,120000,1.754382691221357e-06
13,0.1,112500,1.6835026361312014e-07
21,0.1,107500,2.688171609924404e-07
17,1.0,127500,1.3559285540066971e-06
8,1.0,107500,1.597441389359998e-06
15,0.1,85000,1.461986892322107e-07
4,0.1,90000,1.0869567326729326e-07
18,0.1,122500,9.950249902751292e-08
16,1.0,85000,1.4492738728780715e-06
12,0.1,100000,1.184831884665724e-07
15,1.0,120000,1.1811005704877643e-06
22,1.0,80000,2.036200579763136e-06
22,1.0,140000,1.9230754765663765e-06
10,0.1,125000,5.2520960812141647e-08
7,0.1,130000,2.002004079190416e-07
26,10.0,110000,1.7500020705549866e-05
27,0.1,117500,3.920243447683032e-21
28,10.0,120000,1.857585784530599e-05
21,10.0,137500,1.6666694763057557e-05
28,1.0,85000,9.695275569604905e-07
14,1.0,92500,1.276592810350304e-06
16,10.0,90000,2.1531149388714955e-05
29,0.1,105000,7.73763598941242e-21
30,0.1,125000,1.652887615701478e-07
21,1.0,127500,1.7341033474887164e-06
15,0.1,107500,5.555537523094334e-08
28,1.0,120000,1.6835050998673681e-06
6,10.0,122500,1.505383211544165e-05
28,0.1,117500,8.968628904349692e-08
11,10.0,137500,2.2194481520422918e-05
13,10.0,117500,1.8181790347625776e-05
16,0.1,135000,1.328021195704804e-07
26,0.1,140000,2.4449882345447533e-07
8,0.1,122500,1.4812702929440362e-20
22,10.0,137500,2.499998069344955e-05
30,0.1,85000,1.0857764219354703e-07
8,10.0,140000,2.249998189879239e-05
25,1.0,82500,1.8538730369042369e-06
29,10.0,115000,1.7422448014973397e-05
4,0.1,140000,1.8839176647646967e-07
24,1.0,110000,1.5384609973734257e-06
1,0.1,102500,1.0405837130609494e-07
8,0.1,107500,1.1876534918959059e-07
7,10.0,122500,2.413790903706377e-05
27,10.0,135000,1.8003265168482204e-05
12,0.1,125000,1.7921086677073637e-07
12,0.1,130000,1.4224780521621712e-07
19,1.0,95000,1.9379794337749675e-06
20,10.0,97500,2.7272707115848706e-05
30,1.0,82500,1.7857213632013317e-06
2,10.0,130000,1.874993720693513e-05
6,10.0,120000,2.596142090587357e-05
6,10.0,92500,1.4401249109336876e-05
7,1.0,87500,1.776648269069296e-06
16,1.0,120000,1.4759110611465567e-06
10,10.0,140000,1.6524204872272382e-05
16,10.0,107500,2.250001149713124e-05
12,10.0,125000,2.5335271311512885e-05
3,10.0,95000,1.9819783642591777e-05
29,10.0,140000,2.4390273346766017e-05
12,10.0,117500,2.5000046332699414e-05
18,0.1,87500,1.4168468911889918e-20
21,0.1,82500,2.096436783651178e-07
29,1.0,92500,1.39738147653567e-06
21,1.0,115000,1.315790220748855e-06
20,1.0,100000,1.966873722580894e-06
15,0.1,122500,2.747258438001061e-07
19,0.1,112500,1.07181142719244e-07
22,10.0,110000,1.960783878265258e-05
18,10.0,112500,1.9298214492671468e-05
13,1.0,80000,1.666667662080656e-06
3,1.0,130000,2.000002383305412e-06
29,0.1,135000,2.1141598456367667e-07
29,1.0,110000,1.9999983247919425e-06
24,1.0,137500,1.622011917583666e-06
5,1.0,102500,1.234568129887347e-06
19,0.1,97500,1.0449325457711715e-07
7,0.1,80000,1.4557708095441047e-06
9,10.0,125000,2.1428574544634994e-05
5,0.1,95000,1.5479869161925486e-07
10,0.1,105000,1.233047577490053e-07
13,1.0,135000,1.3353122758385953e-06
24,10.0,125000,2.1865889295234086e-05
10,0.1,82500,2.435065102144554e-07
14,1.0,80000,1.8292743542317865e-06
17,0.1,117500,9.098513099486157e-21
8,1.0,82500,1.8045105854950042e-06
7,10.0,102500,2.5112101826706216e-05
2,1.0,122500,1.5151521252656403e-06
7,10.0,127500,2.0689556488457476e-05
16,10.0,127500,1.999999437641655e-05
29,0.1,80000,2.215193839867287e-06
18,0.1,112500,1.5060234476600386e-07
22,10.0,112500,2.2580678831701822e-05
23,1.0,102500,1.366125506688415e-06
26,1.0,120000,1.7985665703539718e-06
11,0.1,110000,2.1253896788290281e-07
7,10.0,95000,2.236025808445136e-05
7,0.1,137500,1.721169078592729e-07
22,0.1,112500,1.4105221576184179e-07
29,0.1,140000,2.577321050508159e-07
19,10.0,87500,2.2988509162439967e-05
30,1.0,107500,1.4184321785860717e-06
10,1.0,100000,1.6326496208618078e-06
1,1.0,90000,1.140252015577709e-06
21,0.1,105000,1.5527933058207837e-07
21,1.0,137500,2.1442510363204455e-06
22,1.0,132500,1.5936262650985427e-06
23,10.0,95000,2.1818178054306617e-05
25,10.0,90000,2.2197338320208807e-05
15,0.1,90000,1.7422908051655065e-07
27,0.1,90000,1.7513133108451294e-07
14,1.0,100000,1.1538494402855215e-06
4,10.0,122500,2.19999829635646e-05
11,0.1,117500,1.0683733376745497e-07
29,10.0,120000,2.644371014432444e-05
15,10.0,122500,1.7405041525999175e-05
23,0.1,130000,8.28501141284806e-08
11,1.0,117500,1.3422808279888795e-06
5,10.0,85000,1.8382300279156352e-05
29,0.1,125000,6.640096625333013e-08
8,1.0,102500,1.3311155169027387e-06
9,0.1,132500,1.709399109825217e-07
4,0.1,100000,1.0090819236671021e-07
9,1.0,120000,1.5624996207634373e-06
16,0.1,95000,1.828143984607898e-07
27,1.0,85000,1.0785818357516882e-06
2,0.1,122500,1.2500024603870637e-07
26,10.0,137500,2.1598266785500906e-05
16,0.1,117500,1.483680606891668e-07
22,10.0,117500,2.2606353000277172e-05
5,1.0,130000,1.0416650095402276e-06
10,10.0,132500,2.1264368069843947e-05
1,0.1,100000,2.580645507276193e-07
22,0.1,97500,9.325366865708152e-21
3,1.0,107500,1.6304329940894138e-06
9,0.1,82500,4.886005451802585e-07
15,0.1,125000,1.5361018287343174e-07
20,1.0,122500,9.745125983137515e-07
12,0.1,120000,2.1598320756612558e-07
17,0.1,135000,9.928525447864832e-19
2,10.0,127500,2.370694236176392e-05
17,10.0,107500,2.000002227391117e-05
29,1.0,100000,1.3333359842003056e-06
26,0.1,137500,1.071810663847648e-07
18,10.0,92500,1.9444380176343713e-05
10,10.0,105000,1.9607936058364145e-05
15,1.0,90000,2.1822665365231004e-06
8,1.0,87500,1.2048213729472966e-06
27,10.0,110000,2.00000112778264e-05
15,1.0,102500,2.4074161434311e-06
25,1.0,105000,1.6304331224171105e-06
19,0.1,115000,3.294892804172498e-07
11,1.0,107500,1.7768651794813058e-06
25,0.1,95000,8.25764468129994e-08
24,10.0,135000,1.703576369798884e-05
23,10.0,140000,1.986751307107492e-05
11,0.1,132500,2.2804928988961255e-07
20,10.0,80000,1.5600614238149872e-06
25,10.0,140000,2.201831013317931e-05
28,0.1,115000,1.5748062092851313e-07
1,1.0,97500,1.4925362001258442e-06
30,0.1,90000,1.4827607066821726e-07
24,0.1,130000,1.885014151411488e-07
14,10.0,95000,1.666660355158749e-05
8,1.0,135000,1.4285707643243139e-06
15,1.0,135000,1.8134388189735656e-06
22,10.0,140000,2.06278088797507e-05
20,0.1,122500,1.2562823277560638e-07
6,1.0,95000,2.1582653294606606e-06
23,1.0,92500,1.8181839464144253e-06
22,0.1,80000,1.344084833198657e-06
8,10.0,132500,2.318544045046483e-05
20,0.1,80000,1.7758073559093967e-06
11,0.1,82500,5.934719833390166e-08
25,0.1,105000,1.1173191845478037e-07
22,1.0,102500,1.8846190426653765e-06
13,10.0,120000,1.576575804094631e-05
4,0.1,115000,8.084053288987582e-08
1,0.1,130000,1.2376252157074965e-07
9,1.0,87500,1.6161631687106216e-06
17,10.0,115000,2.3711320173683122e-05
29,0.1,85000,1.934228447054332e-07
1,1.0,127500,1.8518498142715612e-06
25,10.0,80000,1.260022321930141e-06
23,0.1,97500,1.243780566614331e-07
27,0.1,130000,1.4279533659627501e-07
28,10.0,100000,2.25941973795983e-05
14,0.1,95000,2.030450901967302e-07
21,1.0,112500,1.7027858174688712e-06
11,1.0,125000,1.4534875575595654e-06
29,0.1,130000,2.1231377983839527e-07
26,0.1,122500,1.1494258850620125e-07
26,10.0,115000,2.0000008214332787e-05
9,10.0,140000,2.047616587345705e-05
8,0.1,135000,1.069519524227917e-07
13,10.0,110000,1.3654628182233946e-05
30,0.1,97500,6.586673878973257e-22
19,10.0,140000,2.1538472502195982e-05
11,1.0,90000,1.4492716757027372e-06
1,0.1,107500,1.0134486910627816e-20
19,1.0,85000,1.5182173910523064e-06
27,0.1,112500,1.0504159524398805e-07
22,0.1,102500,1.510567220929654e-07
11,0.1,115000,1.5698572501126994e-07
26,0.1,97500,1.4992504716358342e-07
21,10.0,100000,2.030655811501199e-05
2,1.0,87500,1.9292654570338905e-06
28,1.0,122500,2.3460379891611714e-06
3,1.0,97500,1.843969732584388e-06
3,1.0,100000,1.333332389054364e-06
20,0.1,100000,1.7006805604671533e-07
23,10.0,87500,2.222224161114572e-05
15,0.1,135000,1.2970224562279325e-07
2,10.0,90000,1.9282552252009296e-05
27,0.1,80000,1.7492667774267816e-06
6,1.0,102500,2.0833267923314006e-06
15,1.0,87500,1.8571409967129403e-06
18,10.0,85000,1.4099884226645837e-05
22,1.0,120000,1.5065939638533812e-06
18,0.1,100000,1.8867930648342612e-07
11,1.0,102500,1.9230819213011776e-06
2,10.0,120000,1.954023006415394e-05
5,1.0,92500,1.1904740856897878e-06
29,0.1,115000,1.5128601896896864e-07
4,0.1,127500,2.29358069062595e-07
27,0.1,92500,2.1459212535330287e-07
8,0.1,115000,7.753083687572985e-21
28,1.0,115000,1.4841272821760636e-06
7,10.0,117500,2.5000051218558625e-05
12,0.1,135000,1.658376354962171e-07
18,0.1,120000,1.4224786536548744e-07
26,0.1,120000,2.277900826917528e-07
23,0.1,107500,1.972386555365424e-07
22,0.1,115000,2.463049834972768e-07
3,0.1,117500,1.439885333995159e-07
7,10.0,80000,1.4876018260276317e-06
1,0.1,90000,7.31524936446974e-08
8,1.0,85000,2.1276567465400817e-06
1,10.0,130000,1.6666617092905566e-05
16,1.0,112500,1.4952071867052957e-06
27,1.0,115000,1.4245042594965512e-06
28,0.1,140000,1.3774090962845358e-07
30,1.0,97500,1.7094006032919594e-06
29,0.1,117500,2.0242955000544807e-07
23,10.0,92500,1.7021278197511497e-05
19,0.1,122500,2.0725392770977002e-07
17,0.1,97500,4.5367597043195094e-21
17,10.0,85000,2.008732331239547e-05
30,1.0,85000,1.5435475441374252e-06
4,1.0,87500,1.3333344133685252e-06
6,10.0,140000,2.0782396653560737e-05
29,1.0,132500,1.5748090206691292e-06
10,1.0,85000,2.1551715226291925e-06
16,1.0,117500,1.843926494086763e-06
6,0.1,100000,1.2019244206264458e-07
20,0.1,107500,9.794343290801425e-08
10,0.1,95000,1.4738323884703907e-07
28,0.1,87500,8.130103423595136e-08
13,1.0,85000,1.048217259911568e-06
21,10.0,95000,1.9999996257712943e-05
20,10.0,117500,1.851854974523813e-05
3,1.0,80000,2.7308216748581365e-06
3,10.0,125000,2.4309341456115e-05
10,0.1,115000,8.559991867457566e-21
9,1.0,110000,1.8264850887543295e-06
19,1.0,127500,1.6014241119238367e-06
17,0.1,112500,2.1459221609828598e-07
13,10.0,122500,1.76470673401558e-05
13,0.1,125000,1.253132928397708e-07
28,1.0,117500,1.670713517208266e-06
1,0.1,122500,1.2033640798760544e-07
3,1.0,117500,1.1591109331859415e-06
9,0.1,105000,1.203372438463514e-07
3,10.0,137500,2.2222140396937584e-05
23,0.1,90000,2.190579458801998e-07
11,1.0,140000,2.197808515039697e-06
8,10.0,137500,1.877936362611523e-05
28,10.0,127500,2.083331495765735e-05
2,10.0,92500,2.2292995605249786e-05
1,1.0,130000,2.0224782814743905e-06
4,0.1,92500,1.4792871248529462e-07
15,0.1,117500,7.251604583110378e-08
7,1.0,95000,1.7241405780211967e-06
25,0.1,102500,2.785515644722408e-07
3,10.0,87500,2.3938212867058324e-05
22,10.0,95000,2.0689707367218444e-05
27,1.0,135000,1.4598520864532908e-06
14,0.1,100000,1.1792452449484532e-07
20,0.1,105000,8.396306237775835e-08
30,1.0,125000,1.8918851606885751e-06
4,10.0,82500,1.818180590180958e-05
27,0.1,97500,8.29518474410875e-21
7,0.1,102500,1.7436800261910093e-07
29,0.1,82500,1.9762862607792597e-07
26,10.0,117500,2.5547448781800558e-05
24,10.0,120000,1.6752115569735658e-05
10,1.0,112500,1.1256896122771944e-06
19,10.0,85000,2.117649539892833e-05
24,0.1,107500,3.584223551033925e-07
6,0.1,90000,1.3252415621646001e-20
10,1.0,107500,1.326261838526812e-06
14,0.1,127500,1.0712397638377848e-07
7,1.0,97500,1.2658229347138118e-06
2,0.1,95000,1.7064877049932817e-07
23,10.0,127500,1.943130929148977e-05
20,10.0,127500,2.2641516370579036e-05
17,10.0,100000,2.407406979758628e-05
18,10.0,140000,2.490430199505005e-05
10,1.0,82500,1.412429573723385e-06
26,0.1,135000,1.113381235462729e-20
19,0.1,130000,1.5060248332494277e-07
20,10.0,130000,1.9409047840350632e-05
14,0.1,117500,1.2422341932769444e-07
25,1.0,107500,1.5479904251176738e-06
24,1.0,90000,1.2820503779799331e-06
23,10.0,115000,2.64357335933062e-05
16,1.0,92500,1.737449320224515e-06
8,0.1,87500,2.475244230180192e-07
22,1.0,85000,1.7908675182486965e-06
28,0.1,135000,1.615510827762081e-07
30,10.0,137500,1.7191974577637188e-05
17,0.1,82500,2.688176298060372e-07
15,1.0,125000,2.153108020889517e-06
17,10.0,127500,1.4285679913112168e-05
7,1.0,132500,1.9642868024582395e-06
8,10.0,85000,2.7272725603706625e-05
1,0.1,105000,1.0592074483859256e-20
23,0.1,125000,1.5352973084350677e-07
29,1.0,112500,2.7026955565751794e-06
19,0.1,82500,5.580359719007496e-08
18,10.0,90000,1.9826526932917286e-05
25,10.0,125000,1.870320697023012e-05
24,1.0,140000,2.2530310479671222e-06
14,1.0,82500,2.222218869916355e-06
11,0.1,130000,1.0893238006569745e-07
22,10.0,102500,2.222224490026742e-05
14,0.1,107500,1.9342369167642613e-07
5,10.0,102500,2.1526459636421128e-05
3,0.1,85000,1.7985650885320444e-07
15,0.1,82500,9.099180369511924e-08
10,0.1,100000,1.1299438007525437e-07
1,1.0,82500,1.3262582731228522e-06
4,10.0,125000,1.942259143664745e-05
21,10.0,80000,1.4035088751868685e-06
26,0.1,132500,8.984708552504392e-08
15,0.1,100000,2.0576123496762867e-07
7,10.0,120000,2.3444938138746396e-05
7,1.0,107500,1.7793622958003654e-06
17,1.0,130000,1.710527801348507e-06
30,0.1,132500,2.2396413184887975e-07
13,1.0,117500,1.999999687377329e-06
16,1.0,87500,1.4492770653719914e-06
1,10.0,87500,2.222221537332839e-05
25,1.0,110000,1.4084538296363111e-06
28,10.0,105000,2.0975604704190087e-05
21,0.1,122500,2.9761850606049437e-07
7,10.0,97500,3.02490978115881e-05
2,1.0,85000,1.3913050019042083e-06
25,0.1,100000,2.5906672684340964e-07
12,0.1,92500,1.3245039548520652e-07
12,10.0,100000,1.6105395705929604e-05
15,0.1,87500,1.2771418647006518e-07
23,1.0,97500,1.5037602407363688e-06
7,1.0,102500,9.82206418588477e-07
6,1.0,120000,1.9019993562864527e-06
21,10.0,130000,1.906410990091544e-05
17,10.0,122500,1.357138589366711e-05
27,0.1,122500,1.0596172916690545e-20
7,10.0,137500,1.6727215768638028e-05
28,0.1,125000,1.0000054537869045e-23
16,1.0,80000,1.4931836713318013e-06
18,1.0,80000,1.6008571769090176e-06
1,1.0,110000,1.1861330662098467e-06
2,0.1,135000,1.8248138676254586e-07
10,1.0,120000,1.0869565245968122e-06
5,10.0,137500,2.218645006725013e-05
12,0.1,127500,1.6583740718068766e-07
18,10.0,87500,1.8032820158319395e-05
5,1.0,132500,1.619429896352286e-06
2,10.0,115000,2.255638062336973e-05
13,1.0,82500,1.392758412290117e-06
1,10.0,127500,1.7687100784864536e-05
27,1.0,132500,1.728725164271214e-06
21,0.1,112500,1.0482223414593808e-07
2,10.0,137500,2.253529664188121e-05
7,10.0,105000,2.534555075549133e-05
6,1.0,82500,1.8237047959339143e-06
3,0.1,105000,7.782097810546616e-08
20,10.0,140000,2.027027631856424e-05
13,10.0,135000,1.627909591717312e-05
19,0.1,125000,1.7152670681928337e-07
20,0.1,120000,9.578532548150024e-08
28,0.1,112500,4.452636615776098e-21
12,1.0,100000,1.534528720115343e-06
10,10.0,110000,1.988302706603007e-05
9,1.0,85000,1.624818975045326e-06
20,1.0,90000,1.2471636548070066e-06
19,1.0,140000,1.4981252135306998e-06
29,10.0,82500,1.6822402862273783e-05
14,10.0,137500,2.4829906191342965e-05
11,1.0,87500,1.9522799835556835e-06
23,1.0,82500,1.46252033763302e-06
13,0.1,97500,2.1739155928239836e-07
16,0.1,107500,8.058008521914168e-08
7,1.0,90000,1.5256615759396862e-06
13,10.0,132500,2.4667801774750212e-05
26,10.0,87500,1.9354906665779087e-05
8,10.0,125000,2.325577651250016e-05
5,10.0,82500,2.1551740322132764e-05
17,1.0,132500,1.4765082861838908e-06
26,1.0,90000,2.419351416779057e-06
8,0.1,137500,1.451374539643475e-07
26,1.0,100000,1.5685486430339913e-06
5,0.1,105000,1.0330571493694786e-07
11,1.0,110000,1.3802550483473203e-06
28,10.0,90000,2.439018274215125e-05
11,1.0,97500,1.8304367708729912e-06
16,0.1,92500,1.893934980572049e-07
9,1.0,80000,2.0325176505952625e-06
23,1.0,132500,1.6000019167944761e-06
22,1.0,105000,1.0928955919665111e-06
9,0.1,112500,1.4429953606921826e-07
14,1.0,117500,1.9047619787469608e-06
15,10.0,107500,1.654850191542164e-05
12,1.0,132500,1.6146440550595494e-06
1,10.0,135000,1.794872443219716e-05
14,10.0,115000,1.9148938462881947e-05
23,1.0,87500,1.5624954832806043e-06
5,0.1,122500,1.8181805401911142e-07
7,1.0,125000,2.1359208357894e-06
18,10.0,107500,2.411873320310253e-05
4,1.0,132500,1.6216227965890343e-06
4,0.1,117500,1.4715340168863672e-20
21,10.0,122500,2.0667684869599347e-05
25,1.0,102500,1.7167383402573872e-06
10,10.0,127500,2.3404233843677866e-05
18,10.0,125000,2.3595492262589063e-05
29,10.0,100000,1.435405778251374e-05
19,1.0,97500,1.2944999254401504e-06
7,10.0,112500,1.995920993517457e-05
10,0.1,87500,1.6393441510413477e-07
21,10.0,105000,2.171945734443348e-05
13,10.0,87500,2.0567376290714342e-05
22,0.1,90000,1.0445484321268441e-20
21,0.1,130000,1.912041980203805e-07
3,10.0,92500,1.6320463985356913e-05
26,0.1,112500,1.7783046862352523e-07
27,10.0,117500,1.7973849691675217e-05
4,0.1,137500,2.012068886715632e-07
3,10.0,130000,2.000004490496796e-05
19,10.0,102500,2.2580659628389237e-05
27,1.0,117500,1.5094337175688014e-06
24,1.0,82500,1.3333396911731226e-06
2,1.0,97500,1.6203719851964984e-06
25,0.1,132500,8.4230584303405e-21
18,10.0,137500,1.8840569356195287e-05
3,10.0,120000,2.4120793361817945e-05
13,10.0,85000,2.187500176320015e-05
20,10.0,137500,2.4752448635012915e-05
10,0.1,97500,1.3966421572834657e-07
23,10.0,135000,1.8452424434682366e-05
10,10.0,117500,1.9708003652421093e-05
29,0.1,100000,2.2075093897359108e-07
9,1.0,130000,1.569505596530966e-06
21,0.1,137500,1.400486962130159e-07
2,10.0,117500,2.1739046962797285e-05
13,1.0,97500,1.6620456270406277e-06
25,10.0,110000,2.0332721324941707e-05
26,10.0,107500,2.0754644645055708e-05
3,0.1,90000,1.0604470532876793e-07
28,1.0,80000,1.7667819647939055e-06
3,0.1,132500,8.414492568616532e-21
23,1.0,110000,1.7582428991171066e-06
24,10.0,85000,1.967208748175693e-05
17,0.1,115000,6.706924812816334e-08
3,1.0,102500,1.5063710042401287e-06
17,0.1,137500,8.038592227247799e-08
17,10.0,102500,2.093024785181738e-05
24,10.0,87500,1.770837955505761e-05
30,10.0,82500,1.8791261373119698e-05
2,10.0,87500,2.1929761060331803e-05
4,1.0,92500,1.6393432838797571e-06
11,1.0,82500,1.9268403627437974e-06
23,0.1,110000,1.8315020588223473e-07
13,10.0,90000,1.4285696353115356e-05
24,10.0,132500,2.131147224855935e-05
20,1.0,87500,9.296450052060009e-07
22,10.0,105000,2.100590674384504e-05
22,1.0,110000,9.049785066630487e-07
9,1.0,140000,1.3888855256082174e-06
5,0.1,102500,2.873563095921892e-07
18,10.0,80000,1.7857150164539266e-06
15,10.0,80000,1.8404863662846752e-06
25,1.0,117500,1.8750077453210243e-06
19,0.1,107500,1.024593596611698e-07
30,1.0,90000,1.6497476540156158e-06
9,0.1,117500,9.891186823865957e-08
18,0.1,110000,2.1074836833389243e-07
27,1.0,127500,1.212118997078441e-06
4,1.0,135000,1.8411581216752854e-06
19,1.0,90000,1.2750456057661748e-06
9,10.0,135000,1.958043675229008e-05
6,0.1,137500,1.727118198251917e-07
11,0.1,90000,1.2547050669409822e-07
18,10.0,127500,1.63265572419628e-05
8,10.0,122500,2.482766323729033e-05
14,10.0,105000,1.9999969553276985e-05
23,0.1,135000,3.1645512787461337e-07
11,0.1,80000,1.736974987997421e-06
9,10.0,137500,1.785718340232224e-05
4,1.0,117500,1.0279034903712235e-06
4,1.0,125000,1.5544019568474872e-06
5,0.1,92500,1.5384677682447804e-07
18,0.1,90000,1.9569471980198887e-07
29,10.0,110000,1.5789503154284798e-05
20,0.1,92500,1.6400238666955702e-18
2,10.0,107500,1.999999573401272e-05
10,0.1,127500,6.73400317143581e-08
2,0.1,127500,2.00400588760344e-07
17,0.1,87500,6.402061336268466e-08
10,0.1,140000,9.15751104861313e-08
14,0.1,82500,1.494763998140987e-07
4,1.0,120000,2.020202561004858e-06
16,10.0,120000,1.9459443677961495e-05
2,1.0,115000,1.4240464371606568e-06
8,0.1,120000,1.4792879487957576e-07
6,0.1,95000,1.4947653834371284e-07
25,1.0,80000,1.511332908898415e-06
30,1.0,100000,1.993357350943302e-06
6,0.1,112500,1.1627949815631793e-07
15,0.1,140000,1.552795138761942e-07
26,1.0,92500,1.6460853943238e-06
21,0.1,132500,1.436781383868315e-07
15,10.0,125000,2.3000039713201996e-05
18,1.0,85000,1.8152655415933363e-06
11,0.1,137500,2.691792515775203e-07
17,1.0,95000,1.7605657688978071e-06
21,10.0,135000,1.9230774343079163e-05
18,1.0,90000,1.6782993901012996e-06
4,1.0,82500,1.2820535141658549e-06
1,10.0,90000,1.8709686698936416e-05
8,1.0,132500,1.6194315008172053e-06
24,1.0,112500,1.5267148810852691e-06
10,10.0,115000,2.5000045903111083e-05
13,0.1,107500,9.842516200198669e-08
29,1.0,130000,1.960773100484159e-06
15,0.1,120000,1.4336871942380413e-07
11,1.0,120000,1.6778496086303507e-06
21,1.0,107500,1.8231693074990893e-06
2,1.0,120000,1.3913053286908168e-06
14,10.0,127500,2.0748331593630018e-05
3,0.1,140000,1.5923589095126822e-07
20,0.1,95000,2.0080330537781883e-07
20,1.0,82500,1.4989215545956291e-06
1,0.1,85000,1.9607869599375943e-07
6,10.0,112500,1.666667858586637e-05
21,0.1,125000,9.861927752961275e-08
28,0.1,92500,3.5211287588018496e-07
17,1.0,85000,2.141671182961989e-06
24,1.0,132500,1.4851470730623672e-06
11,1.0,132500,1.0546541681808547e-06
23,1.0,112500,1.6877622351067917e-06
15,10.0,115000,2.3188404901171066e-05
2,0.1,117500,1.1441708563462461e-07
5,10.0,110000,1.431372558101852e-05
20,1.0,130000,1.4925358236312855e-06
3,1.0,137500,1.8348630000758736e-06
13,1.0,122500,1.4999999605648686e-06
12,1.0,135000,1.136364475959449e-06
11,10.0,100000,2.5119598676924866e-05
9,1.0,135000,1.4814792201771094e-06
30,0.1,92500,6.85871356505304e-08
17,0.1,102500,1.092897585334965e-07
1,1.0,117500,1.2605034134202493e-06
13,1.0,87500,1.190478233158763e-06
27,0.1,137500,8.774733322776271e-21
7,0.1,105000,8.944426767982046e-21
18,0.1,82500,1.98807426899216e-07
24,1.0,85000,1.4527890332402893e-06
3,1.0,105000,1.5706816240606091e-06
5,1.0,127500,1.2000034620662852e-06
3,1.0,120000,1.3793111053033344e-06
5,1.0,107500,1.3769387627344672e-06
19,10.0,80000,1.666666506381787e-06
19,10.0,132500,2.5615724285599366e-05
15,0.1,137500,5.700834867572841e-21
22,1.0,92500,1.4124269760734442e-06
26,1.0,85000,1.7098040892393275e-06
5,0.1,130000,1.485891674043751e-07
13,1.0,92500,1.3752449293437863e-06
23,1.0,140000,1.7647095002333063e-06
16,1.0,82500,1.509034793701722e-06
15,1.0,92500,1.8957336854371647e-06
5,1.0,120000,1.610019888084343e-06
26,1.0,87500,1.9159689262131136e-06
30,1.0,115000,1.3966479580860094e-06
7,10.0,90000,2.1660655014347516e-05
6,10.0,95000,2.0000087346943065e-05
10,0.1,130000,1.1918974297975066e-07
7,0.1,95000,8.172227055154114e-21
7,0.1,125000,6.954127243363978e-08
7,1.0,137500,1.2552942108658695e-06
24,10.0,110000,1.7142863414437748e-05
11,10.0,97500,2.1505368825701722e-05
18,0.1,97500,1.9181590228014772e-07
