0,1,2,gen,rep
0.008308761212121213,6.24e-07,500000.5,90000,10
0.008180329292929294,5.824e-07,1500000.5,90000,10
0.00824096101010101,4.992e-07,2500000.5,90000,10
0.008108187070707071,4.576e-07,3500000.5,90000,10
0.008224680808080807,4.16e-07,4500000.5,90000,10
0.008083161212121211,4.16e-07,5500000.5,90000,10
0.008001269494949495,3.744e-07,6500000.5,90000,10
0.008331071717171717,3.328e-07,7500000.5,90000,10
0.008174954545454544,2.496e-07,8500000.5,90000,10
0.008038313737373737,2.08e-07,9500000.5,90000,10
0.008271585656565656,6.24e-07,500000.5,120000,29
0.00869159797979798,5.824e-07,1500000.5,120000,29
0.008204321010101009,4.992e-07,2500000.5,120000,29
0.00827861111111111,4.576e-07,3500000.5,120000,29
0.008366297575757577,4.16e-07,4500000.5,120000,29
0.008361601212121211,4.16e-07,5500000.5,120000,29
0.007990142222222222,3.744e-07,6500000.5,120000,29
0.007977757575757576,3.328e-07,7500000.5,120000,29
0.007806900404040403,2.496e-07,8500000.5,120000,29
0.007591539595959596,2.08e-07,9500000.5,120000,29
0.008459665050505051,6.24e-07,500000.5,115000,22
0.008379074141414141,5.824e-07,1500000.5,115000,22
0.008445524040404039,4.992e-07,2500000.5,115000,22
0.00827310101010101,4.576e-07,3500000.5,115000,22
0.008124069292929293,4.16e-07,4500000.5,115000,22
0.008216596767676767,4.16e-07,5500000.5,115000,22
0.008098636767676767,3.744e-07,6500000.5,115000,22
0.007921131515151515,3.328e-07,7500000.5,115000,22
0.0079563101010101,2.496e-07,8500000.5,115000,22
0.00764780303030303,2.08e-07,9500000.5,115000,22
0.007583622424242424,2.08e-07,500000.5,80000,19
0.007784967070707071,2.496e-07,1500000.5,80000,19
0.008210216565656566,3.328e-07,2500000.5,80000,19
0.008103657575757577,3.744e-07,3500000.5,80000,19
0.00841056404040404,4.16e-07,4500000.5,80000,19
0.008195273131313132,4.16e-07,5500000.5,80000,19
0.008189911717171717,4.576e-07,6500000.5,80000,19
0.008369120606060605,4.992e-07,7500000.5,80000,19
0.008330203434343436,5.824e-07,8500000.5,80000,19
0.008286615353535353,6.24e-07,9500000.5,80000,19
0.008253981818181818,6.24e-07,500000.5,120000,1
0.008260328080808082,5.824e-07,1500000.5,120000,1
0.008302282626262626,4.992e-07,2500000.5,120000,1
0.008177505858585859,4.576e-07,3500000.5,120000,1
0.00816989898989899,4.16e-07,4500000.5,120000,1
0.008222405252525251,4.16e-07,5500000.5,120000,1
0.008145444444444445,3.744e-07,6500000.5,120000,1
0.007990170101010101,3.328e-07,7500000.5,120000,1
0.00824467090909091,2.496e-07,8500000.5,120000,1
0.0077930319191919185,2.08e-07,9500000.5,120000,1
0.008591253535353534,6.24e-07,500000.5,120000,20
0.008348578787878789,5.824e-07,1500000.5,120000,20
0.008406374747474748,4.992e-07,2500000.5,120000,20
0.008178118787878788,4.576e-07,3500000.5,120000,20
0.008206407878787878,4.16e-07,4500000.5,120000,20
0.008053580606060606,4.16e-07,5500000.5,120000,20
0.007999694141414142,3.744e-07,6500000.5,120000,20
0.00784083494949495,3.328e-07,7500000.5,120000,20
0.007728884646464645,2.496e-07,8500000.5,120000,20
0.007866714747474746,2.08e-07,9500000.5,120000,20
0.008235113131313131,6.24e-07,500000.5,90000,6
0.008461615353535352,5.824e-07,1500000.5,90000,6
0.007955672929292928,4.992e-07,2500000.5,90000,6
0.008243104040404039,4.576e-07,3500000.5,90000,6
0.008262093333333335,4.16e-07,4500000.5,90000,6
0.008291263838383838,4.16e-07,5500000.5,90000,6
0.007923216767676768,3.744e-07,6500000.5,90000,6
0.008125362222222222,3.328e-07,7500000.5,90000,6
0.007982593131313132,2.496e-07,8500000.5,90000,6
0.007845569696969696,2.08e-07,9500000.5,90000,6
0.008573175757575756,6.24e-07,500000.5,115000,18
0.008614802626262626,5.824e-07,1500000.5,115000,18
0.008332151515151516,4.992e-07,2500000.5,115000,18
0.008172826868686868,4.576e-07,3500000.5,115000,18
0.008621984242424241,4.16e-07,4500000.5,115000,18
0.007995204848484849,4.16e-07,5500000.5,115000,18
0.008108209898989898,3.744e-07,6500000.5,115000,18
0.008198593535353535,3.328e-07,7500000.5,115000,18
0.007669085656565656,2.496e-07,8500000.5,115000,18
0.0076222098989898995,2.08e-07,9500000.5,115000,18
0.007350724848484849,2.08e-07,500000.5,80000,28
0.007772503232323232,2.496e-07,1500000.5,80000,28
0.008203601414141415,3.328e-07,2500000.5,80000,28
0.007814087676767676,3.744e-07,3500000.5,80000,28
0.00822241898989899,4.16e-07,4500000.5,80000,28
0.008161823636363637,4.16e-07,5500000.5,80000,28
0.008194519393939394,4.576e-07,6500000.5,80000,28
0.008553064242424241,4.992e-07,7500000.5,80000,28
0.008380142626262627,5.824e-07,8500000.5,80000,28
0.008639701818181819,6.24e-07,9500000.5,80000,28
0.008468887272727273,6.24e-07,500000.5,100000,21
0.008382508080808081,5.824e-07,1500000.5,100000,21
0.008346755757575758,4.992e-07,2500000.5,100000,21
0.008469964848484848,4.576e-07,3500000.5,100000,21
0.00835249393939394,4.16e-07,4500000.5,100000,21
0.008243090101010101,4.16e-07,5500000.5,100000,21
0.00812195090909091,3.744e-07,6500000.5,100000,21
0.007838375757575759,3.328e-07,7500000.5,100000,21
0.0076028511111111115,2.496e-07,8500000.5,100000,21
0.007994584040404039,2.08e-07,9500000.5,100000,21
0.008407157171717172,6.24e-07,500000.5,110000,8
0.008469812727272727,5.824e-07,1500000.5,110000,8
0.00851601696969697,4.992e-07,2500000.5,110000,8
0.008331089292929294,4.576e-07,3500000.5,110000,8
0.008385238383838383,4.16e-07,4500000.5,110000,8
0.008250478383838385,4.16e-07,5500000.5,110000,8
0.00832946606060606,3.744e-07,6500000.5,110000,8
0.007955903434343435,3.328e-07,7500000.5,110000,8
0.007790063636363635,2.496e-07,8500000.5,110000,8
0.0075978878787878795,2.08e-07,9500000.5,110000,8
0.008674623434343434,6.24e-07,500000.5,120000,7
0.00845522404040404,5.824e-07,1500000.5,120000,7
0.008463346262626263,4.992e-07,2500000.5,120000,7
0.008109609494949495,4.576e-07,3500000.5,120000,7
0.008257210303030305,4.16e-07,4500000.5,120000,7
