pi,window_r,window_locations,gen,rep
0.0037140961616161615,5.7704724e-07,500000.5,90000,10
0.0031451038383838387,2.6785842e-07,1500000.5,90000,10
0.003476102828282828,3.8663466000000003e-07,2500000.5,90000,10
0.0032553870707070706,3.569406000000001e-07,3500000.5,90000,10
0.0035292737373737375,3.2724654000000007e-07,4500000.5,90000,10
0.0032111789898989903,3.5024622000000006e-07,5500000.5,90000,10
0.0035961826262626262,4.2695538000000003e-07,6500000.5,90000,10
0.003556920808080808,4.8873138e-07,7500000.5,90000,10
0.003558080202020202,5.3510496e-07,8500000.5,90000,10
0.003231470303030303,4.163287200000001e-07,9500000.5,90000,10
0.0034566814141414144,2.979385200000001e-07,500000.5,80000,19
0.003390949696969697,4.734240000000001e-07,1500000.5,80000,19
0.00333309393939394,2.6785842e-07,2500000.5,80000,19
0.0031651981818181817,3.1350138000000013e-07,3500000.5,80000,19
0.0035685355555555554,4.4602278e-07,4500000.5,80000,19
0.0031806547474747472,3.569406000000001e-07,5500000.5,80000,19
0.00331664202020202,4.0541100000000006e-07,6500000.5,80000,19
0.0035795749494949495,5.186392800000001e-07,7500000.5,80000,19
0.003292787878787879,3.8663466000000003e-07,8500000.5,80000,19
0.003663990909090909,4.757168400000001e-07,9500000.5,80000,19
0.0037393026262626263,5.085946800000002e-07,500000.5,120000,1
0.003478861414141414,4.317846000000001e-07,1500000.5,120000,1
0.0031776276767676763,1.7877624000000004e-07,2500000.5,120000,1
0.0029968668686868685,2.2342722000000004e-07,3500000.5,120000,1
0.003306983030303031,3.5004425999999997e-07,4500000.5,120000,1
0.00336253191919192,3.5694060000000013e-07,5500000.5,120000,1
0.0038582571717171712,5.9449308e-07,6500000.5,120000,1
0.0031149707070707074,2.9755248e-07,7500000.5,120000,1
0.0036006791919191913,3.7110750000000003e-07,8500000.5,120000,1
0.0031830010101010103,3.569406000000001e-07,9500000.5,120000,1
0.0035614357575757577,4.757167800000001e-07,500000.5,120000,20
0.0032778375757575758,4.1632872e-07,1500000.5,120000,20
0.0035022501010101015,3.0451416e-07,2500000.5,120000,20
0.003274885858585858,3.8663466000000003e-07,3500000.5,120000,20
0.003552292323232323,4.074662400000001e-07,4500000.5,120000,20
0.0031537864646464645,3.2200152000000006e-07,5500000.5,120000,20
0.0036931842424242425,4.4602278000000005e-07,6500000.5,120000,20
0.0035935573737373738,5.351049600000001e-07,7500000.5,120000,20
0.0031807888888888886,2.9755248e-07,8500000.5,120000,20
0.003149447272727273,3.561149400000001e-07,9500000.5,120000,20
0.0035466599999999997,3.5694054000000007e-07,500000.5,90000,6
0.0033489238383838382,4.7454072000000003e-07,1500000.5,90000,6
0.003193308080808081,3.022272600000001e-07,2500000.5,90000,6
0.0034060743434343437,3.2724654e-07,3500000.5,90000,6
0.0032827341414141415,4.757168400000001e-07,4500000.5,90000,6
0.003498621212121212,3.569406000000001e-07,5500000.5,90000,6
0.0035204864646464643,4.4602278000000005e-07,6500000.5,90000,6
0.0036323369696969693,3.8663466000000003e-07,7500000.5,90000,6
0.003366317171717172,4.1775432e-07,8500000.5,90000,6
0.003242370303030303,3.0089076000000005e-07,9500000.5,90000,6
0.003561750707070707,5.647989600000001e-07,500000.5,115000,18
0.0036466222222222224,5.414667e-07,1500000.5,115000,18
0.00362366505050505,4.306916399999999e-07,2500000.5,115000,18
0.003549820808080808,3.8225688000000005e-07,3500000.5,115000,18
0.003441195757575758,4.1632872e-07,4500000.5,115000,18
0.003509975555555556,4.4602278e-07,5500000.5,115000,18
0.0035948519191919184,5.095035599999999e-07,6500000.5,115000,18
0.0033622492929292927,4.2772758000000004e-07,7500000.5,115000,18
0.0033626567676767675,4.1632872000000004e-07,8500000.5,115000,18
0.0035995341414141414,4.8044508e-07,9500000.5,115000,18
0.0036066381818181817,4.163286600000001e-07,500000.5,80000,28
0.003156127676767677,3.2724653999999996e-07,1500000.5,80000,28
0.003280373535353535,3.5998782000000007e-07,2500000.5,80000,28
0.0034243490909090907,5.054109e-07,3500000.5,80000,28
0.003520559595959596,4.194056400000001e-07,4500000.5,80000,28
0.0031036050505050504,1.9303224e-07,5500000.5,80000,28
0.003546884848484849,3.0273216e-07,6500000.5,80000,28
0.003311500808080808,4.1632872000000004e-07,7500000.5,80000,28
0.0035799242424242425,4.6636134000000005e-07,8500000.5,80000,28
0.0033113939393939395,5.054109e-07,9500000.5,80000,28
0.0036041345454545454,3.5694054000000007e-07,500000.5,100000,21
0.0034456595959595957,3.808075200000001e-07,1500000.5,100000,21
0.0033472577777777777,3.8663466000000003e-07,2500000.5,100000,21
0.003390648282828283,4.0750188000000006e-07,3500000.5,100000,21
0.0033489975757575756,2.3816436e-07,4500000.5,100000,21
0.003714026666666667,3.1570512000000005e-07,5500000.5,100000,21
0.003232992323232323,2.6465676e-07,6500000.5,100000,21
0.003481001212121212,3.9654852e-07,7500000.5,100000,21
0.0031399505050505047,1.4908218e-07,8500000.5,100000,21
0.0035077664646464644,4.7571684000000016e-07,9500000.5,100000,21
0.0032257812121212117,2.5278857999999996e-07,500000.5,110000,8
0.003587792323232323,4.1410716e-07,1500000.5,110000,8
0.0032417430303030305,3.2724654000000007e-07,2500000.5,110000,8
0.0038396769696969696,5.054109e-07,3500000.5,110000,8
0.0031387517171717174,2.3816435999999997e-07,4500000.5,110000,8
0.003219114747474748,4.951525200000002e-07,5500000.5,110000,8
0.0034675696969696966,3.6155004e-07,6500000.5,110000,8
0.0035906755555555558,2.3816436e-07,7500000.5,110000,8
0.0035537173737373736,4.341724800000001e-07,8500000.5,110000,8
0.0031426684848484846,3.569406000000001e-07,9500000.5,110000,8
0.003389046666666667,3.4579710000000005e-07,500000.5,120000,7
0.0034514076767676767,4.5048966e-07,1500000.5,120000,7
0.0033787042424242427,4.163287200000001e-07,2500000.5,120000,7
0.003653294949494949,4.4602278000000005e-07,3500000.5,120000,7
0.0035992521212121213,3.4435374000000005e-07,4500000.5,120000,7
0.0034356850505050506,6.448523999999999e-07,5500000.5,120000,7
0.0033148517171717167,3.8663466000000003e-07,6500000.5,120000,7
0.0033218818181818184,3.2724654e-07,7500000.5,120000,7
0.0032790123232323233,3.6661686e-07,8500000.5,120000,7
0.003638920202020202,4.856722800000001e-07,9500000.5,120000,7
0.0034902074747474744,2.6785836e-07,500000.5,80000,17
0.0032862311111111113,3.0920082000000005e-07,1500000.5,80000,17
0.0032683854545454546,4.021143e-07,2500000.5,80000,17
0.003746965656565657,3.9091739999999995e-07,3500000.5,80000,17
0.003280866262626263,4.1632872e-07,4500000.5,80000,17
0.003998591919191919,4.757168400000001e-07,5500000.5,80000,17
0.003683224444444444,4.757168400000001e-07,6500000.5,80000,17
0.0034854921212121213,5.7466536e-07,7500000.5,80000,17
0.0036566973737373735,6.019062e-07,8500000.5,80000,17
0.003455763232323233,3.8663466000000003e-07,9500000.5,80000,17
0.003607381616161616,3.6736524e-07,500000.5,100000,23
0.003543134949494949,4.604154000000001e-07,1500000.5,100000,23
0.0035636301010101017,3.8663466000000003e-07,2500000.5,100000,23
0.003503418787878788,4.607124e-07,3500000.5,100000,23
0.0034151535353535356,4.4602278000000005e-07,4500000.5,100000,23
0.003400979797979798,4.6515551999999997e-07,5500000.5,100000,23
0.0034547185858585863,3.2798904e-07,6500000.5,100000,23
0.003269759797979798,3.2724654000000007e-07,7500000.5,100000,23
0.0035081395959595963,4.4602278000000005e-07,8500000.5,100000,23
