0,1,gen,rep,R
0.00896529292929293,2500.5,105000,87,10.0
0.01059628282828283,7500.5,105000,87,10.0
0.007526707070707072,12500.5,105000,87,10.0
0.012627595959595958,17500.5,105000,87,10.0
0.010472767676767678,22500.5,105000,87,10.0
0.012760565656565656,2500.5,132500,87,1.0
0.010579070707070707,7500.5,132500,87,1.0
0.007561494949494948,12500.5,132500,87,1.0
0.013559878787878787,17500.5,132500,87,1.0
0.01254618181818182,22500.5,132500,87,1.0
0.007770343434343435,2500.5,107500,95,0.1
0.004720525252525252,7500.5,107500,95,0.1
0.005074585858585858,12500.5,107500,95,0.1
0.01083369696969697,17500.5,107500,95,0.1
0.011887434343434342,22500.5,107500,95,0.1
0.01278917171717172,2500.5,122500,63,0.1
0.008971515151515152,7500.5,122500,63,0.1
0.006889979797979798,12500.5,122500,63,0.1
0.0064528080808080816,17500.5,122500,63,0.1
0.008356969696969698,22500.5,122500,63,0.1
0.010387151515151516,2500.5,140000,27,10.0
0.009792848484848486,7500.5,140000,27,10.0
0.008406222222222223,12500.5,140000,27,10.0
0.012341898989898991,17500.5,140000,27,10.0
0.009679070707070707,22500.5,140000,27,10.0
0.007191878787878787,2500.5,130000,91,1.0
0.011041252525252525,7500.5,130000,91,1.0
0.008416808080808082,12500.5,130000,91,1.0
0.008047919191919191,17500.5,130000,91,1.0
0.010802424242424244,22500.5,130000,91,1.0
0.009891717171717173,2500.5,140000,40,1.0
0.007491313131313132,7500.5,140000,40,1.0
0.007106989898989899,12500.5,140000,40,1.0
0.010904161616161616,17500.5,140000,40,1.0
0.009710949494949496,22500.5,140000,40,1.0
0.009714585858585858,2500.5,122500,36,10.0
0.010495515151515152,7500.5,122500,36,10.0
0.008628121212121212,12500.5,122500,36,10.0
0.009336323232323232,17500.5,122500,36,10.0
0.009148282828282828,22500.5,122500,36,10.0
0.009819474747474749,2500.5,100000,29,0.1
0.011109939393939394,7500.5,100000,29,0.1
0.00860917171717172,12500.5,100000,29,0.1
0.009590747474747476,17500.5,100000,29,0.1
0.010694141414141413,22500.5,100000,29,0.1
0.011266545454545454,2500.5,137500,26,10.0
0.01148339393939394,7500.5,137500,26,10.0
0.010812282828282829,12500.5,137500,26,10.0
0.010742545454545456,17500.5,137500,26,10.0
0.009055717171717171,22500.5,137500,26,10.0
0.012182949494949495,2500.5,155000,43,0.1
0.011223030303030304,7500.5,155000,43,0.1
0.005390666666666667,12500.5,155000,43,0.1
0.005627919191919193,17500.5,155000,43,0.1
0.009241939393939394,22500.5,155000,43,0.1
0.010817252525252527,2500.5,130000,39,10.0
0.00997979797979798,7500.5,130000,39,10.0
0.01031042424242424,12500.5,130000,39,10.0
0.012522181818181818,17500.5,130000,39,10.0
0.010058545454545454,22500.5,130000,39,10.0
0.010082464646464647,2500.5,122500,55,10.0
0.01108420202020202,7500.5,122500,55,10.0
0.009035232323232324,12500.5,122500,55,10.0
0.010426666666666667,17500.5,122500,55,10.0
0.009280040404040403,22500.5,122500,55,10.0
0.009816808080808082,2500.5,130000,45,1.0
0.009110949494949495,7500.5,130000,45,1.0
0.010745656565656568,12500.5,130000,45,1.0
0.009247555555555556,17500.5,130000,45,1.0
0.007773616161616162,22500.5,130000,45,1.0
0.010445656565656566,2500.5,122500,29,10.0
0.011748686868686867,7500.5,122500,29,10.0
0.009297979797979798,12500.5,122500,29,10.0
0.010082343434343435,17500.5,122500,29,10.0
0.009033696969696971,22500.5,122500,29,10.0
0.0067472727272727285,2500.5,145000,94,0.1
0.01020189898989899,7500.5,145000,94,0.1
0.013014303030303032,12500.5,145000,94,0.1
0.009614828282828282,17500.5,145000,94,0.1
0.005520646464646465,22500.5,145000,94,0.1
0.005033292929292929,2500.5,132500,52,0.1
0.0037685252525252524,7500.5,132500,52,0.1
0.008534505050505051,12500.5,132500,52,0.1
0.006570141414141415,17500.5,132500,52,0.1
0.010690828282828283,22500.5,132500,52,0.1
0.009509818181818182,2500.5,160000,90,10.0
0.01054028282828283,7500.5,160000,90,10.0
0.008650949494949494,12500.5,160000,90,10.0
0.010337777777777777,17500.5,160000,90,10.0
0.008878707070707072,22500.5,160000,90,10.0
0.00994880808080808,2500.5,160000,40,10.0
0.010068,7500.5,160000,40,10.0
0.009293050505050506,12500.5,160000,40,10.0
0.010654141414141415,17500.5,160000,40,10.0
0.009674585858585858,22500.5,160000,40,10.0
0.01094610101010101,2500.5,105000,33,10.0
0.006642545454545456,7500.5,105000,33,10.0
0.007511757575757576,12500.5,105000,33,10.0
0.010430868686868686,17500.5,105000,33,10.0
0.011901575757575758,22500.5,105000,33,10.0
0.010754383838383839,2500.5,112500,85,1.0
0.012038585858585858,7500.5,112500,85,1.0
0.009221858585858583,12500.5,112500,85,1.0
0.0098789898989899,17500.5,112500,85,1.0
0.009269737373737374,22500.5,112500,85,1.0
0.0048557171717171724,2500.5,142500,85,0.1
0.00704650505050505,7500.5,142500,85,0.1
0.007527757575757576,12500.5,142500,85,0.1
0.008743070707070708,17500.5,142500,85,0.1
0.010473454545454546,22500.5,142500,85,0.1
0.008705696969696971,2500.5,112500,89,0.1
0.005488000000000001,7500.5,112500,89,0.1
0.010322464646464647,12500.5,112500,89,0.1
0.011211111111111111,17500.5,112500,89,0.1
0.007421535353535355,22500.5,112500,89,0.1
0.013165090909090908,2500.5,127500,93,1.0
0.01085490909090909,7500.5,127500,93,1.0
0.00928440404040404,12500.5,127500,93,1.0
0.007909414141414143,17500.5,127500,93,1.0
0.00819777777777778,22500.5,127500,93,1.0
0.007556808080808081,2500.5,125000,76,0.1
0.01848258585858586,7500.5,125000,76,0.1
0.0077220606060606056,12500.5,125000,76,0.1
0.004025616161616162,17500.5,125000,76,0.1
0.0045982626262626265,22500.5,125000,76,0.1
0.011074343434343433,2500.5,135000,47,1.0
0.012614383838383838,7500.5,135000,47,1.0
0.007113131313131313,12500.5,135000,47,1.0
0.011954222222222222,17500.5,135000,47,1.0
0.010575151515151515,22500.5,135000,47,1.0
0.009762303030303031,2500.5,130000,57,0.1
0.008709737373737375,7500.5,130000,57,0.1
0.0072345858585858595,12500.5,130000,57,0.1
0.011462424242424243,17500.5,130000,57,0.1
0.012256646464646465,22500.5,130000,57,0.1
0.007188363636363637,2500.5,157500,83,0.1
0.006673696969696971,7500.5,157500,83,0.1
0.004961575757575758,12500.5,157500,83,0.1
0.005508646464646465,17500.5,157500,83,0.1
0.006531959595959597,22500.5,157500,83,0.1
0.008586181818181817,2500.5,160000,89,0.1
0.008822505050505051,7500.5,160000,89,0.1
0.007942020202020202,12500.5,160000,89,0.1
0.009285252525252525,17500.5,160000,89,0.1
0.007437373737373738,22500.5,160000,89,0.1
0.00597090909090909,2500.5,132500,80,0.1
0.0044366868686868685,7500.5,132500,80,0.1
0.005098868686868687,12500.5,132500,80,0.1
0.004866181818181819,17500.5,132500,80,0.1
0.004161696969696971,22500.5,132500,80,0.1
0.00898379797979798,2500.5,120000,98,1.0
0.010636525252525255,7500.5,120000,98,1.0
0.00840909090909091,12500.5,120000,98,1.0
0.008720040404040404,17500.5,120000,98,1.0
0.005607313131313131,22500.5,120000,98,1.0
0.006860444444444445,2500.5,152500,32,0.1
0.004592323232323232,7500.5,152500,32,0.1
0.007174505050505052,12500.5,152500,32,0.1
0.013375757575757576,17500.5,152500,32,0.1
0.009871636363636364,22500.5,152500,32,0.1
0.009780161616161616,2500.5,142500,68,1.0
0.007666060606060607,7500.5,142500,68,1.0
0.006587232323232322,12500.5,142500,68,1.0
0.015020202020202024,17500.5,142500,68,1.0
0.010982505050505052,22500.5,142500,68,1.0
0.005660282828282829,2500.5,152500,72,0.1
0.008541414141414143,7500.5,152500,72,0.1
0.008038909090909093,12500.5,152500,72,0.1
0.008058626262626262,17500.5,152500,72,0.1
0.008622424242424244,22500.5,152500,72,0.1
0.007781818181818181,2500.5,122500,70,0.1
0.011835272727272727,7500.5,122500,70,0.1
0.005326262626262627,12500.5,122500,70,0.1
0.007429010101010101,17500.5,122500,70,0.1
0.005901050505050505,22500.5,122500,70,0.1
0.011700848484848486,2500.5,140000,52,10.0
0.009968969696969697,7500.5,140000,52,10.0
0.008959030303030304,12500.5,140000,52,10.0
0.009023353535353535,17500.5,140000,52,10.0
0.008280727272727271,22500.5,140000,52,10.0
0.009615838383838386,2500.5,125000,96,1.0
0.010442424242424243,7500.5,125000,96,1.0
0.0064929292929292925,12500.5,125000,96,1.0
0.009737575757575757,17500.5,125000,96,1.0
0.008362060606060607,22500.5,125000,96,1.0
0.01167612121212121,2500.5,145000,52,10.0
0.009317171717171717,7500.5,145000,52,10.0
0.010375959595959596,12500.5,145000,52,10.0
0.01007187878787879,17500.5,145000,52,10.0
0.008753858585858585,22500.5,145000,52,10.0
0.006186585858585859,2500.5,130000,85,0.1
0.007914060606060607,7500.5,130000,85,0.1
0.006064767676767676,12500.5,130000,85,0.1
0.007639838383838383,17500.5,130000,85,0.1
0.00659470707070707,22500.5,130000,85,0.1
0.0075943838383838395,2500.5,137500,23,1.0
0.006989171717171716,7500.5,137500,23,1.0
0.008795434343434345,12500.5,137500,23,1.0
0.00716230303030303,17500.5,137500,23,1.0
0.010815959595959596,22500.5,137500,23,1.0
0.012767838383838383,2500.5,100000,71,1.0
0.00667709090909091,7500.5,100000,71,1.0
0.00887680808080808,12500.5,100000,71,1.0
0.009451232323232323,17500.5,100000,71,1.0
0.009621737373737374,22500.5,100000,71,1.0
0.011838424242424242,2500.5,155000,85,1.0
0.00876488888888889,7500.5,155000,85,1.0
0.0062149494949494954,12500.5,155000,85,1.0
0.007777131313131314,17500.5,155000,85,1.0
0.010347757575757576,22500.5,155000,85,1.0
0.006474060606060607,2500.5,160000,50,1.0
0.012504888888888892,7500.5,160000,50,1.0
0.011038262626262627,12500.5,160000,50,1.0
0.011316646464646465,17500.5,160000,50,1.0
0.00798577777777778,22500.5,160000,50,1.0
0.007487555555555556,2500.5,107500,91,10.0
0.010861535353535354,7500.5,107500,91,10.0
0.009959878787878788,12500.5,107500,91,10.0
0.010761939393939395,17500.5,107500,91,10.0
0.009721818181818182,22500.5,107500,91,10.0
0.008027474747474747,2500.5,120000,66,0.1
0.006383393939393939,7500.5,120000,66,0.1
0.005831878787878787,12500.5,120000,66,0.1
